BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6281,18, ,B3,1428 80TH   STREET, ,11228,2,0,2,"2,633","1,872",1920, 	1 ,B3," $	1,050,000.00 ",9/19/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6281,57, ,B2,1433 81ST STREET, ,11228,2,0,2,"2,642","1,080",1920, 	1 ,B2, $	-00.00 ,6/6/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6287,12, ,B1,2014 80TH   STREET, ,11214,2,0,2,"3,000","2,480",1925, 	1 ,B1," $	1,100,000.00 ",6/29/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6288,71, ,B9,2117 81ST   STREET, ,11214,2,0,2,"3,300","2,380",1963, 	1 ,B9, $	-00.00 ,9/13/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6294,54, ,B3,1559 82ND   STREET, ,11228,2,0,2,"1,800","1,737",1950, 	1 ,B3," $	875,000.00 ",1/24/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6295,14, ,B2,1618 81ST STREET, ,11214,2,0,2,"2,000","1,800",1945, 	1 ,B2," $	1,050,000.00 ",1/22/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6296,34, ,B3,1866 81ST STREET, ,11214,2,0,2,"3,000","1,572",1930, 	1 ,B3," $	1,135,000.00 ",7/13/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6296,40, ,B1,8120 19 AVENUE, ,11214,2,0,2,"2,000","3,956",1930, 	1 ,B2," $	1,500,000.00 ",5/22/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6305,77, ,B1,1503 83RD STREET, ,11228,2,0,2,"2,280","1,800",1945, 	1 ,B1," $	995,000.00 ",12/21/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6306,4, ,B3,8215 16TH AVENUE, ,11214,2,0,2,"2,156","2,100",1930, 	1 ,B3," $	988,000.00 ",5/30/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6306,17, ,B3,1628 82ND   STREET, ,11214,2,0,2,"2,250","1,497",1930, 	1 ,B3, $	-00.00 ,12/26/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6306,36, ,B3,1674 82ND STREET, ,11214,2,0,2,"2,000",720,1899, 	1 ,B3," $	1,060,000.00 ",8/15/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6306,58, ,B1,1665 83 STREET, ,11214,2,0,2,"2,000","1,000",1899, 	1 ,B1," $	1,268,000.00 ",8/11/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6310,19, ,B1,1434 83RD STREET, ,11228,2,0,2,"2,000","2,620",1935, 	1 ,B1, $	-00.00 ,5/19/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6311,29, ,B1,1558 83 STREET, ,11228,2,0,2,"1,440","1,800",1945, 	1 ,B1, $	-00.00 ,2/5/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6311,61, ,B1,1533 84TH   STREET, ,11228,2,0,2,"1,960","1,384",1920, 	1 ,B1," $	780,000.00 ",11/29/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6312,10, ,B9,1622 83RD   STREET, ,11214,2,0,2,"1,426","1,509",1935, 	1 ,B9," $	765,000.00 ",5/30/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6312,89, ,B3,1605 84TH STREET, ,11214,2,0,2,"1,080","1,200",1935, 	1 ,B3," $	1,030,000.00 ",10/13/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6313,52, ,B3,8154 BAY 16TH STREET, ,11214,2,0,2,"4,214","2,625",1930, 	1 ,B3, $	-00.00 ,8/1/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6316,41, ,B2,1984 82ND   STREET, ,11214,2,0,2,"3,333","1,840",1930, 	1 ,B2," $	1,360,000.00 ",10/19/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6317,51, ,B1,2067 83RD   STREET, ,11214,2,0,2,"2,400","2,320",1920, 	1 ,B1, $	-00.00 ,12/11/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6317,53, ,B1,2061 83RD STREET, ,11214,2,0,2,"2,400","2,320",1920, 	1 ,B1, $	-00.00 ,1/16/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6317,63, ,B1,2035 83RD STREET, ,11214,2,0,2,"2,400","2,320",1920, 	1 ,B1, $	-00.00 ,8/14/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6317,65, ,B1,2029 83RD   STREET, ,11214,2,0,2,"2,400","2,320",1920, 	1 ,B1," $	1,360,000.00 ",11/27/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6317,66, ,B1,2027 83RD   STREET, ,11214,2,0,2,"2,400","2,320",1920, 	1 ,B1," $	1,350,000.00 ",6/29/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6317,67, ,B1,2023 83 STREET, ,11214,2,0,2,"2,400","2,320",1920, 	1 ,B1," $	1,360,000.00 ",9/8/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6318,30, ,B1,2156 82ND STREET, ,11214,2,0,2,"2,000","2,500",1970, 	1 ,B1," $	995,000.00 ",12/11/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6318,30, ,B1,2156 82ND STREET, ,11214,2,0,2,"2,000","2,500",1970, 	1 ,B1," $	1,050,000.00 ",5/22/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6319,24, ,B2,2246 82ND   STREET, ,11214,2,0,2,"4,000","2,891",1910, 	1 ,B2, $	-00.00 ,12/15/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6324,71, ,B1,1529 85TH, ,11228,2,0,2,"1,950","1,824",1955, 	1 ,B1," $	975,000.00 ",1/19/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6329,2, ,S2,8321 20TH AVENUE, ,11214,2,1,3,"1,900","4,006",1925, 	1 ,S2," $	1,950,000.00 ",11/30/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6331,34, ,B2,2264 83RD   STREET, ,11214,2,0,2,"3,000","2,944",1920, 	1 ,B2, $	-00.00 ,2/9/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6331,46, ,B1,2277 84TH   STREET, ,11214,2,0,2,"2,000","3,784",1930, 	1 ,B1, $	-00.00 ,11/28/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6333,28, ,B3,1954 84TH   STREET, ,11214,2,0,2,"3,000","2,605",1910, 	1 ,B3, $	-00.00 ,10/2/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6333,61, ,B2,1939 85TH STREET, ,11214,2,0,2,"6,000","2,519",1910, 	1 ,B2, $	-00.00 ,2/6/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6333,61, ,B2,1939 85TH STREET, ,11214,2,0,2,"6,000","2,519",1910, 	1 ,B2," $	1,950,000.00 ",7/27/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6334,18, ,B1,2032 84TH   STREET, ,11214,2,0,2,"2,500","2,320",1935, 	1 ,B1, $	-00.00 ,3/2/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6335,34, ,B3,2156 84TH   STREET, ,11214,2,0,2,"4,500","4,158",1930, 	1 ,B3, $	-00.00 ,4/28/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6336,27, ,B3,2248 84TH STREET, ,11214,2,0,2,"2,000","1,742",1930, 	1 ,B3, $	-00.00 ,5/3/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6340,13, ,B1,1420 85TH STREET, ,11228,2,0,2,"2,500","1,840",1920, 	1 ,B1, $	-00.00 ,8/3/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6342,6, ,B2,8509 16TH AVENUE, ,11214,2,0,2,"1,680","1,403",1925, 	1 ,B2," $	530,000.00 ",5/25/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6342,10, ,B2,8501 16TH AVENUE, ,11214,2,0,2,"1,600","1,328",1925, 	1 ,B2," $	830,000.00 ",11/29/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6344,25, ,B3,1844 85TH   STREET, ,11214,2,0,2,"3,500","1,994",1920, 	1 ,B3," $	1,290,000.00 ",6/7/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6344,29, ,B3,1854 85 STREET, ,11214,2,0,2,"2,500","1,781",1920, 	1 ,B3," $	1,195,000.00 ",8/21/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6345,13, ,B1,1916 85TH STREET, ,11214,2,0,2,"2,500","2,360",1920, 	1 ,B1," $	1,418,000.00 ",4/11/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6345,14, ,B1,1920 85TH STREET, ,11214,2,0,2,"3,000","2,360",1920, 	1 ,B1," $	1,300,000.00 ",1/10/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6345,26, ,B3,1948 85TH   STREET, ,11214,2,0,2,"2,783","2,437",1920, 	1 ,B3," $	1,450,000.00 ",11/3/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6346,23, ,B1,2042 85TH STREET, ,11214,2,0,2,"2,417","2,320",1920, 	1 ,B1, $	-00.00 ,6/29/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6346,40, ,S2,8506 21ST AVENUE, ,11214,2,1,3,"1,900","3,534",1931, 	1 ,S2, $	-00.00 ,7/14/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6848,22, ,B1,2338 80TH STREET, ,11214,2,0,2,"2,000","1,452",1925, 	1 ,B1, $	-00.00 ,2/1/18
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6848,64, ,B1,2315 81ST STREET, ,11214,2,0,2,"2,500","2,292",1925, 	1 ,B1," $	1,278,000.00 ",9/8/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6849,26, ,B1,2348 81ST STREET, ,11214,2,0,2,"4,000","2,750",1925, 	1 ,B1, $	-00.00 ,9/15/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6852,11, ,B1,2414 82ND   STREET, ,11214,2,0,2,"2,667","2,100",1930, 	1 ,B1," $	1,270,000.00 ",12/20/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6858,19, ,B3,2330 85TH STREET, ,11214,2,0,2,"2,000","1,436",1925, 	1 ,B3, $	-00.00 ,10/23/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6858,19, ,B3,2330 85TH STREET, ,11214,2,0,2,"2,000","1,436",1925, 	1 ,B3, $	-00.00 ,10/23/17
3,BENSONHURST,02 TWO FAMILY DWELLINGS                    ,1,6858,38, ,B1,2376 85 STREET, ,11214,2,0,2,"4,000","2,552",1925, 	1 ,B1," $	1,265,000.00 ",10/23/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5554,55, ,C0,1843 66TH STREET, ,11204,3,0,3,"2,500","2,640",1930, 	1 ,C0," $	1,720,000.00 ",10/20/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5558,24, ,C0,1522 66TH   STREET, ,11219,3,0,3,"2,525","2,720",1925, 	1 ,C0, $	10.00 ,11/20/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5558,70, ,C0,6631 DURYEA COURT, ,11219,3,0,3,"1,574","3,540",2002, 	1 ,C0," $	1,320,000.00 ",4/17/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5569,17, ,C0,1834 67TH STREET, ,11204,3,0,3,"2,733","3,036",1925, 	1 ,C0, $	-00.00 ,4/27/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5570,41, ,C0,6706 20TH AVENUE, ,11204,3,0,3,"2,200","3,465",1991, 	1 ,C0," $	1,680,000.00 ",6/21/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5762,118, ,C0,1430 66 STREET, ,11219,3,0,3,"1,967","2,820",1990, 	1 ,C0, $	-00.00 ,12/4/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5776,24, ,C0,1448 68 STREET, ,11219,3,0,3,"2,400","2,800",1920, 	1 ,C0, $	-00.00 ,5/9/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5776,24, ,C0,1448 68 STREET, ,11219,3,0,3,"2,400","2,800",1920, 	1 ,C0, $	-00.00 ,4/4/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,5776,67, ,C0,1419 BAY RIDGE AVENUE, ,11219,3,0,3,"1,467","2,394",1920, 	1 ,C0," $	990,000.00 ",1/29/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6161,46, ,C0,1869 70TH STREET, ,11204,3,0,3,"2,083","2,800",1945, 	1 ,C0," $	1,180,000.00 ",7/11/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6162,19, ,C0,1930 BAY RIDGE AVENUE, ,11204,3,0,3,"2,000","2,254",1930, 	1 ,C0," $	1,230,000.00 ",6/19/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6169,10, ,C0,7001 15TH   AVENUE, ,11228,3,0,3,"2,000","2,980",1960, 	1 ,C0," $	1,450,000.00 ",1/22/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6169,37, ,C0,1529 71ST STREET, ,11228,3,0,3,"2,750","2,520",1930, 	1 ,C0," $	1,450,000.00 ",12/27/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6179,15, ,C0,1420 71ST   STREET, ,11228,3,0,3,"3,000","3,674",1965, 	1 ,C0," $	1,650,000.00 ",6/20/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6179,15, ,C0,1420 71ST   STREET, ,11228,3,0,3,"3,000","3,674",1965, 	1 ,C0, $	-00.00 ,3/13/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6179,44, ,C0,7116 15TH   AVENUE, ,11228,3,0,3,"1,800","3,300",1931, 	1 ,C0," $	1,200,000.00 ",12/15/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6186,60, ,C0,2143 72ND STREET, ,11204,3,0,3,"2,325","2,508",1930, 	1 ,C0, $	-00.00 ,4/10/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6186,64, ,C0,2133 72ND STREET, ,11204,3,0,3,"3,500","3,012",1930, 	1 ,C0, $	-00.00 ,12/28/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6191,67, ,C0,1523 73RD STREET, ,11228,3,0,3,"4,000","3,085",1910, 	1 ,C0," $	1,560,000.00 ",6/12/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6196,34, ,C0,2066 72ND   STREET, ,11204,3,0,3,"2,500","2,720",1930, 	1 ,C0, $	-00.00 ,9/13/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6196,38, ,C0,7202 21ST   AVENUE, ,11204,3,0,3,"2,125","2,604",1930, 	1 ,C0, $	10.00 ,4/11/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6196,72, ,C0,2013 73RD   STREET, ,11204,3,0,3,"2,500","3,000",1930, 	1 ,C0, $	-00.00 ,3/10/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6202,65, ,C0,1531 74TH STREET, ,11228,3,0,3,"2,000","4,332",1999, 	1 ,C0," $	364,770.00 ",5/24/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6204,70, ,C0,1735 74TH   STREET, ,11204,3,0,3,"2,000","2,048",1910, 	1 ,C0," $	1,290,000.00 ",10/10/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6205,21, ,C0,1838 73RD STREET, ,11204,3,0,3,"2,500","3,072",1901, 	1 ,C0, $	-00.00 ,1/11/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6205,55, ,C0,7322 19TH AVENUE, ,11204,3,0,3,"2,125","3,863",1925, 	1 ,C0, $	-00.00 ,9/20/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6205,63, ,C0,1847 74TH STREET, ,11204,3,0,3,"2,550","2,640",1930, 	1 ,C0," $	1,550,000.00 ",8/17/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6207,69, ,C0,2019 74TH STREET, ,11204,3,0,3,"2,500","2,640",1930, 	1 ,C0, $	-00.00 ,9/6/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6212,15, ,C0,1420 74TH STREET, ,11228,3,0,3,"2,800","2,920",1950, 	1 ,C0, $	-00.00 ,4/19/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6214,14, ,C0,7408 NEW UTRECHT AVE, ,11204,3,0,3,"2,357","3,036",1925, 	1 ,C0," $	1,320,000.00 ",8/30/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6215,12, ,C0,1712 74TH STREET, ,11204,3,0,3,"2,000","3,336",1901, 	1 ,C0," $	1,450,000.00 ",9/11/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6215,30, ,C0,1758 74TH STREET, ,11204,3,0,3,"2,000","2,492",1940, 	1 ,C0, $	-00.00 ,6/5/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6217,28, ,C0,1958 74TH   STREET, ,11204,3,0,3,"2,400","2,149",1930, 	1 ,C0, $	-00.00 ,9/2/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6217,28, ,C0,1958 74TH   STREET, ,11204,3,0,3,"2,400","2,149",1930, 	1 ,C0, $	-00.00 ,9/2/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6235,70, ,C0,1515 77TH STREET, ,11228,3,0,3,"2,700","2,604",1920, 	1 ,C0," $	1,460,000.00 ",4/26/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6236,22, ,C0,1638 76TH   STREET, ,11214,3,0,3,"2,950","3,600",2002, 	1 ,C0," $	1,660,000.00 ",5/30/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6236,24, ,C0,1642 76TH STREET, ,11214,3,0,3,"2,942","4,600",2002, 	1 ,C0, $	-00.00 ,3/8/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6253,37, ,C0,2271 78TH   STREET, ,11214,3,0,3,"2,163","2,538",1940, 	1 ,C0," $	1,095,000.00 ",5/11/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6259,20, ,C0,1630 78TH   STREET, ,11214,3,0,3,"2,600","2,800",1920, 	1 ,C0," $	1,490,000.00 ",4/27/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6261,65, ,C0,1811 79TH   STREET, ,11214,3,0,3,"2,300","2,200",1993, 	1 ,C0, $	-00.00 ,4/21/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6262,60, ,C0,1943 79TH   STREET, ,11214,3,0,3,"3,333","3,297",1905, 	1 ,C0," $	1,468,000.00 ",9/5/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6262,63, ,C0,1935 79TH STREET, ,11214,3,0,3,"3,333","3,297",1905, 	1 ,C0, $	-00.00 ,8/2/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6272,59, ,C0,1769 80TH   STREET, ,11214,3,0,3,"2,475","2,400",1920, 	1 ,C0, $	-00.00 ,6/16/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6277,25, ,C0,2244 79TH   STREET, ,11214,3,0,3,"2,200","2,420",1990, 	1 ,C0, $	-00.00 ,9/19/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6283,75, ,C0,1651 81ST STREET, ,11214,3,0,3,"2,550","4,260",1930, 	1 ,C0," $	1,650,000.00 ",9/15/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6295,41, ,C0,8124 17TH AVENUE, ,11214,3,0,3,"2,000","2,592",1925, 	1 ,C0, $	-00.00 ,5/4/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6295,41, ,C0,8124 17TH AVENUE, ,11214,3,0,3,"2,000","2,592",1925, 	1 ,C0, $	-00.00 ,5/4/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6297,36, ,C0,1968 81 STREET, ,11214,3,0,3,"2,700","2,992",1920, 	1 ,C0, $	-00.00 ,9/15/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6299,3, ,C0,2106 81ST STREET, ,11214,3,0,3,"2,000","3,040",1970, 	1 ,C0," $	1,650,000.00 ",5/4/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6299,17, ,C0,2140 81 STREET, ,11214,3,0,3,"3,000","3,600",2000, 	1 ,C0, $	-00.00 ,1/24/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6300,13, ,C0,2216 81ST STREET, ,11214,3,0,3,"3,000","3,025",1980, 	1 ,C0, $	-00.00 ,11/20/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6300,37, ,C0,2272 81ST   STREET, ,11214,3,0,3,"3,000","2,420",1990, 	1 ,C0, $	-00.00 ,1/18/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6300,37, ,C0,2272 81ST   STREET, ,11214,3,0,3,"3,000","2,420",1990, 	1 ,C0, $	-00.00 ,1/4/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6310,17, ,C0,1428 83RD STREET, ,11228,3,0,3,"2,000","2,207",1935, 	1 ,C0," $	1,180,000.00 ",9/29/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6311,36, ,C0,1574 83 STREET, ,11228,3,0,3,"1,800","1,800",1945, 	1 ,C0," $	900,000.00 ",4/26/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6312,22, ,C0,1648 83RD STREET, ,11214,3,0,3,972,"1,710",1930, 	1 ,C0," $	300,000.00 ",9/14/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6313,24, ,C0,8115 17TH AVE, ,11214,3,0,3,"1,600","2,820",1920, 	1 ,C0, $	-00.00 ,1/23/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6316,65, ,C0,1931 83RD ST, ,11214,3,0,3,"3,000","3,234",1960, 	1 ,C0, $	-00.00 ,10/14/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6318,20, ,C0,2130 82ND   STREET, ,11214,3,0,3,"2,467","3,020",1970, 	1 ,C0," $	1,320,000.00 ",11/21/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6318,62, ,C0,2145 83RD STREET, ,11214,3,0,3,"2,000","2,680",1970, 	1 ,C0, $	-00.00 ,11/3/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6318,66, ,C0,2133 83RD STREET, ,11214,3,0,3,"4,000","3,480",1920, 	1 ,C0, $	-00.00 ,4/20/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6318,66, ,C0,2133 83RD STREET, ,11214,3,0,3,"4,000","3,480",1920, 	1 ,C0," $	1,540,000.00 ",3/16/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6319,30, ,C0,2256 82ND STREET, ,11214,3,0,3,"3,000","2,420",1991, 	1 ,C0, $	-00.00 ,5/23/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6319,31, ,C0,2258 82ND STREET, ,11214,3,0,3,"3,000","2,420",1991, 	1 ,C0," $	650,000.00 ",10/27/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6319,36, ,C0,2272 82ND   STREET, ,11214,3,0,3,"3,000","3,741",2017, 	1 ,C0," $	2,054,828.00 ",11/8/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6319,38, ,C0,2276 82ND   STREET, ,11214,3,0,3,"3,000","3,741",2017, 	1 ,C0," $	2,054,828.00 ",1/3/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6327,56, ,C0,1839 84TH STREET, ,11214,3,0,3,"3,200","3,430",1970, 	1 ,C0," $	1,500,000.00 ",4/12/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6327,57, ,C0,1835 84TH STREET, ,11214,3,0,3,"3,300","3,430",1970, 	1 ,C0," $	1,454,000.00 ",8/8/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6328,64, ,C0,1929 84 STREET, ,11214,3,0,3,"6,000","2,733",1930, 	1 ,C0," $	1,950,000.00 ",9/26/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6330,11, ,C0,2114 83RD   STREET, ,11214,3,0,3,"3,500","3,307",1920, 	1 ,C0," $	1,495,000.00 ",6/12/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6330,30, ,C0,2156 83RD STREET, ,11214,3,0,3,"3,000","3,408",1920, 	1 ,C0, $	-00.00 ,6/19/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6330,49, ,C0,2167 84TH   STREET, ,11214,3,0,3,"4,000","3,670",1920, 	1 ,C0, $	-00.00 ,4/28/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6330,51, ,C0,2165 84TH   STREET, ,11214,3,0,3,"4,000","3,438",1920, 	1 ,C0, $	-00.00 ,4/28/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6330,65, ,C0,2135 84TH   STREET, ,11214,3,0,3,"3,000","3,228",1920, 	1 ,C0," $	1,330,000.00 ",3/9/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6333,24, ,C0,1942 84TH STREET, ,11214,3,0,3,"3,000","4,107",2000, 	1 ,C0, $	-00.00 ,1/11/18
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6335,14, ,C0,2116 84TH   STREET, ,11214,3,0,3,"3,000","3,780",1930, 	1 ,C0, $	-00.00 ,4/6/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6336,77, ,C0,2203 85TH STREET, ,11214,3,0,3,"2,000","3,100",1970, 	1 ,C0, $	-00.00 ,11/27/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6340,17, ,C0,1430 85TH   STREET, ,11228,3,0,3,"2,500","1,840",1920, 	1 ,C0, $	-00.00 ,9/1/17
3,BENSONHURST,03 THREE FAMILY DWELLINGS                  ,1,6342,55, ,C0,1675 86TH STREET, ,11214,3,0,3,"1,900","2,090",1899, 	1 ,C0, $	-00.00 ,5/22/17
