BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1609,28, ,C0,40-16 102ND STREET, ,11368,3,0,3,"1,880","3,194",1969,1,C0,"200,000",1/15/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1610,58, ,C0,100-25 41 AVENUE, ,11368,3,0,3,812,"1,746",2005,1,C0,"950,000",1/4/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1610,160, ,C0,100-17 41ST AVENUE, ,11368,3,0,3,794,"1,518",2005,1,C0,0,2/23/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1611,30, ,C0,96-29 42ND AVENUE, ,11368,3,0,3,"3,120","1,888",1920,1,C0,"1,150,000",2/6/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1612,49, ,C0,96-13 43RD   AVENUE, ,11368,3,0,3,"1,428","1,920",1925,1,C0,"685,000",3/30/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1614,4, ,C0,41-17 97TH PLACE, ,11368,3,0,3,"2,000","3,180",1969,1,C0,0,5/24/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1617,12, ,C0,99-22 42 AVENUE, ,11368,3,0,3,"2,000","1,680",1950,1,C0,"988,000",4/26/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1617,112, ,C0,99-24 42ND   AVENUE, ,11368,3,0,3,"2,200","1,680",1950,1,C0,"915,000",10/24/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1629,130, ,C0,98-45 CORONA AVENUE, ,11368,3,0,3,"1,990","3,515",1905,1,C0,"1,170,000",3/28/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1711,35, ,C0,96-15 34 AVENUE, ,11368,3,0,3,"2,750","1,859",1920,1,C0,"960,000",6/26/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1711,46, ,C0,33-43 96 STREET, ,11368,3,0,3,"3,100","2,220",1910,1,C0,0,5/17/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1712,25, ,C0,33-40 98 ST, ,11368,3,0,3,"3,000","2,457",1910,1,C0,"1,288,000",7/12/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1712,61, ,C0,33-19 97TH STREET, ,11368,3,0,3,"2,000","3,258",1920,1,C0,"20,197",2/15/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1714,12, ,C0,33-16 100TH   STREET, ,11368,3,0,3,"3,024","2,368",1910,1,C0,"1,060,000",2/8/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1715,64, ,C0,33-21 100TH   STREET, ,11368,3,0,3,"3,250","4,050",2004,1,C0,0,8/10/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1715,65, ,C0,33-19 100TH STREET, ,11368,3,0,3,"3,250","4,050",2004,1,C0,0,8/10/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1716,50, ,C0,33-33 101 STREET, ,11368,3,0,3,"2,000","1,688",1910,1,C0,"380,000",6/30/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1717,55, ,C0,33-31 102 STREET, ,11368,3,0,3,"2,000","2,000",1920,1,C0,"600,000",11/8/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1718,24, ,C0,33-26 104TH STREET, ,11368,3,0,3,"2,072","1,620",1910,1,C0,"750,000",11/28/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1723,27, ,C0,108-09 34TH   AVENUE, ,11368,3,0,3,"2,000","2,012",1920,1,C0,"860,000",6/21/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1735,12, ,C0,34-12 102 STREET, ,11368,3,0,3,"3,000","3,630",1999,1,C0,"925,000",9/7/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1739,42, ,C0,35-39 98  STREET, ,11368,3,0,3,"2,500","1,800",1930,1,C0,0,5/26/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1744,11, ,C0,104-04 34TH AVENUE, ,11368,3,0,3,"4,472","2,296",1920,1,C0,"600,000",1/25/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1745,16, ,C0,35-24 104TH   STREET, ,11368,3,0,3,"5,000","3,348",1920,1,C0,0,4/20/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1747,18, ,C0,34-18 106TH STREET, ,11368,3,0,3,"2,000","3,350",2006,1,C0,0,4/24/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1750,26, ,C0,108-11 35TH AVENUE, ,11368,3,0,3,"2,400","3,300",2004,1,C0,"1,420,000",9/6/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1754,35, ,C0,34-44 111TH STREET, ,11368,3,0,3,"2,650","2,280",1950,1,C0,0,6/28/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1755,79, ,C0,34-45 111TH   STREET, ,11368,3,0,3,"2,000","3,240",2004,1,C0,"1,060,000",10/11/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1760,108, ,C0,37-06 98TH STREET, ,11368,3,0,3,"1,950","3,159",1966,1,C0,0,3/9/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1762,24, ,C0,37-42 100TH   STREET, ,11368,3,0,3,"2,767","2,248",1950,1,C0,"1,080,000",11/20/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1762,30, ,C0,37-58 100TH   STREET, ,11368,3,0,3,"2,691","2,229",1920,1,C0,"1,090,000",1/26/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1769,3, ,C0,103-04A 37TH   AVENUE, ,11368,3,0,3,"1,634","2,620",1970,1,C0,"1,345,000",1/8/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1769,38, ,C0,37-62 104TH STREET, ,11368,3,0,3,"2,500","2,406",1920,1,C0,0,5/11/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1774,2, ,C0,104-14 37TH DRIVE, ,11368,3,0,3,"3,125","3,000",1910,1,C0,0,12/1/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1774,22, ,C0,107-04 37TH   DRIVE, ,11368,3,0,3,"2,500","2,000",1915,1,C0,"265,000",4/4/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1774,49, ,C0,104-51 38TH   AVENUE, ,11368,3,0,3,"3,125","3,102",1972,1,C0,0,4/4/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1774,50, ,C0,104-49 38 AVENUE, ,11368,3,0,3,"3,125","3,480",1915,1,C0,"20,000",8/3/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1774,74, ,C0,37-59 104TH   STREET, ,11368,3,0,3,"2,500","3,672",1915,1,C0,0,5/2/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1774,112, ,C0,104-42 37TH   DRIVE, ,11368,3,0,3,"2,344","4,872",2004,1,C0,0,12/12/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1774,141, ,C0,104-73 38TH AVENUE, ,11368,3,0,3,"1,241","2,036",2004,1,C0,"1,224,000",3/1/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1775,85, ,C0,38-09 104TH   STREET, ,11368,3,0,3,"2,500","2,355",1920,1,C0,"1,180,000",2/21/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1776,16, ,C0,104-46 39TH   AVENUE, ,11368,3,0,3,"3,125","4,275",2002,1,C0,0,3/14/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1779,67, ,C0,108-37 39TH   AVENUE, ,11368,3,0,3,"3,052","2,320",1915,1,C0,"1,200,000",5/17/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1781,108, ,C0,37-11 111TH STREET, ,11368,3,0,3,"1,799","3,120",1965,1,C0,0,10/11/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1781,110, ,C0,11102 37TH AVENUE, ,11368,3,0,3,"2,024","2,920",1960,1,C0,"1,310,000",8/14/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1879,8, ,C0,97-32 CORONA AVENUE, ,11368,3,0,3,"2,512","2,120",1930,1,C0,"980,000",6/19/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1881,28, ,C0,47-50 98TH PLACE, ,11368,3,0,3,"1,900","2,128",1925,1,C0,"858,000",5/30/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1882,5, ,C0,98-36 CORONA AVENUE, ,11368,3,0,3,"1,705","2,724",1920,1,C0,0,11/7/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1883,27, ,C0,49-08 99TH   STREET, ,11368,3,0,3,"1,882","1,328",1925,1,C0,"835,000",10/5/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1887,10, ,C0,51-17 JUNCTION BOULEVARD, ,11373,3,0,3,"2,000","3,282",1974,1,C0,"1,400,000",1/12/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1888,59, ,C0,51-10 97TH  STREET, ,11368,3,0,3,"2,000","3,222",1969,1,C0,0,12/6/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1892,92, ,C0,99-05 CHRISTIE AVENUE, ,11368,3,0,3,"1,911","3,465",1970,1,C0,"1,270,000",8/15/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1892,175, ,C0,50-08 101ST STREET, ,11368,3,0,3,"1,003","2,280",2005,1,C0,0,5/10/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1896,132, ,C0,53-06 97TH   STREET, ,11368,3,0,3,"2,158","3,426",1970,1,C0,0,5/12/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1896,132, ,C0,53-06 97TH   STREET, ,11368,3,0,3,"2,158","3,426",1970,1,C0,0,3/14/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1903,18, ,C0,5521 JUNCTION BLVD., ,11373,3,0,3,"3,000","2,466",1975,1,C0,0,12/19/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1929,61, ,C0,103-08 CORONA AVENUE, ,11368,3,0,3,"2,645","2,290",1901,1,C0,"840,000",3/30/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1934,18, ,C0,50-17 103 STREET, ,11368,3,0,3,"3,018","3,945",1920,1,C0,"1,200,000",11/2/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1934,48, ,C0,103-39 51ST   AVENUE, ,11368,3,0,3,"1,369","1,400",1920,1,C0,"630,000",2/8/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1934,55, ,C0,103-27 51 AVE, ,11368,3,0,3,"1,622","2,720",1920,1,C0,0,7/29/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1935,19, ,C0,106-02 CORONA AVENUE, ,11368,3,0,3,"2,187","3,467",2000,1,C0,0,9/13/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1935,22, ,C0,106-06 CORONA AVE, ,11368,3,0,3,"2,107","1,344",1920,1,C0,"870,000",5/12/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1935,65, ,C0,50-13 104TH ST, ,11368,3,0,3,"2,500","1,780",1920,1,C0,"860,000",9/20/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1939,9, ,C0,54-29 101 ST, ,11368,3,0,3,"2,000","2,400",2006,1,C0,"1,360,000",12/1/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1939,27, ,C0,54-04 102ND   STREET, ,11368,3,0,3,"2,100","4,000",2008,1,C0,0,7/13/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1939,29, ,C0,5410 102ND   STREET, ,11368,3,0,3,"1,850","4,032",2008,1,C0,0,7/13/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1939,42, ,C0,54-32 102ND   STREET, ,11368,3,0,3,"2,000","3,840",1989,1,C0,0,9/15/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1939,127, ,C0,5406 102ND   STREET, ,11368,3,0,3,"2,000","4,000",2008,1,C0,0,7/13/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1939,128, ,C0,5408 102ND   STREET, ,11368,3,0,3,"2,000","4,000",2008,1,C0,0,7/13/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1940,108, ,C0,53-07 102ND   STREET, ,11368,3,0,3,"2,000","3,337",2006,1,C0,0,8/15/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1940,134, ,C0,102-17 LEWIS AVE, ,11368,3,0,3,"2,000","3,162",1969,1,C0,"1,100,000",6/28/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1941,15, ,C0,55-04 103RD STREET, ,11368,3,0,3,"1,226","1,440",1920,1,C0,"700,000",2/1/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1941,15, ,C0,55-04 103RD STREET, ,11368,3,0,3,"1,226","1,440",1920,1,C0,0,2/1/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1941,27, ,C0,102-15 MARTENSE AVENUE, ,11368,3,0,3,"1,900","3,000",1920,1,C0,0,3/10/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1941,38, ,C0,54-27 102 ST, ,11368,3,0,3,"1,891","1,920",1920,1,C0,"998,000",1/31/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1941,38, ,C0,54-27 102 STREET, ,11368,3,0,3,"1,891","1,920",1920,1,C0,0,11/18/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1942,15, ,C0,103-32 51ST   AVENUE, ,11368,3,0,3,"2,500","1,520",1920,1,C0,0,4/3/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1942,36, ,C0,10410 51 AVENUE, ,11368,3,0,3,"2,500","1,666",1920,1,C0,"700,000",3/22/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1942,109, ,C0,51-17 103RD STREET, ,11368,3,0,3,"1,973","1,598",1920,1,C0,"640,000",5/9/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1942,110, ,C0,51-13 103RD STREET, ,11368,3,0,3,"1,921","1,060",1920,1,C0,"740,000",1/4/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1942,110, ,C0,51-13 103RD STREET, ,11368,3,0,3,"1,921","1,060",1920,1,C0,"475,000",4/4/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1943,67, ,C0,106-03 53RD   AVENUE, ,11368,3,0,3,"2,500","3,135",2001,1,C0,0,1/30/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1944,80, ,C0,53-21 104TH   STREET, ,11368,3,0,3,"2,000","1,820",1920,1,C0,"775,000",12/28/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1950,7, ,C0,57-59 XENIA STREET, ,11368,3,0,3,"2,000","2,922",1960,1,C0,"1,105,000",6/7/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1950,58, ,C0,57-40 GRANGER STREET, ,11368,3,0,3,"2,000","2,920",1969,1,C0,0,5/17/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1951,14, ,C0,57-35 GRANGER ST, ,11368,3,0,3,"2,700","2,276",1910,1,C0,0,9/2/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1952,135, ,C0,105-33 OTIS AVENUE, ,11368,3,0,3,"2,275","2,656",1965,1,C0,"995,000",1/24/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1958,13, ,C0,58-12 PENROD STREET, ,11368,3,0,3,"2,000","3,162",1975,1,C0,"990,000",12/27/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1959,14, ,C0,57-16 WALDRON ST, ,11368,3,0,3,"2,500","2,080",1920,1,C0,"980,000",2/7/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1959,23, ,C0,57-32 WALDRON STREET, ,11368,3,0,3,"2,000","1,984",1920,1,C0,"795,000",5/8/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1959,35, ,C0,58-37 PENROD STREET, ,11368,3,0,3,"2,000","3,120",1967,1,C0,0,2/9/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1960,44, ,C0,57-09 WALDRON STREET, ,11368,3,0,3,"2,009","3,564",1960,1,C0,"1,320,000",7/21/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1965,1, ,C0,58-06 WALDRON STREET, ,11368,3,0,3,967,"1,792",1920,1,C0,"430,000",11/21/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1968,3, ,C0,110-16 CORONA AVENUE, ,11368,3,0,3,"2,238","2,308",1931,1,C0,0,3/9/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1968,48, ,C0,110-31 SAULTELL AVE, ,11368,3,0,3,"1,921","3,867",1987,1,C0,0,10/4/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1968,73, ,C0,56-15 VAN CLEEF STREET, ,11368,3,0,3,"2,500","1,486",1910,1,C0,"750,000",10/18/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1968,153, ,C0,56-49 VAN CLEEF STREET, ,11368,3,0,3,"2,000","3,222",1972,1,C0,"1,255,000",12/20/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1970,20, ,C0,109-40 SAULTELL AVENUE, ,11368,3,0,3,"2,861","2,044",1910,1,C0,"345,000",1/1/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1970,20, ,C0,109-40 SAULTELL AVENUE, ,11368,3,0,3,"2,861","2,044",1910,1,C0,"345,000",6/27/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1971,44, ,C0,58-32 VAN CLEEF STREET, ,11368,3,0,3,"2,000","3,360",1971,1,C0,0,6/23/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1971,140, ,C0,58-26 VAN CLEEF STREET, ,11368,3,0,3,"2,033","3,342",1975,1,C0,"1,375,000",1/18/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1972,24, ,C0,5801 VAN CLEEF STREET, ,11368,3,0,3,"1,795","2,880",1989,1,C0,"1,408,000",3/23/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1972,111, ,C0,58-23 VAN CLEEF STREET, ,11368,3,0,3,"2,116","4,002",1967,1,C0,"1,380,000",2/14/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1981,34, ,C0,46-18 104TH   STREET, ,11368,3,0,3,"2,500","2,100",1920,1,C0,"1,100,000",4/3/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1982,33, ,C0,47-14 104TH   STREET, ,11368,3,0,3,"2,500","1,930",1920,1,C0,0,11/3/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1983,22, ,C0,102-44 NICOLLS AVENUE, ,11368,3,0,3,"2,325","2,376",1930,1,C0,"1,118,000",12/6/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1985,50, ,C0,104-67 42 AVENUE, ,11368,3,0,3,"2,100","3,528",1975,1,C0,"1,325,000",2/27/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1986,75, ,C0,104-17 43RD AVENUE, ,11368,3,0,3,"2,900","3,066",2007,1,C0,"1,300,000",1/29/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1987,163, ,C0,104-13 44TH AVENUE, ,11368,3,0,3,"2,300","2,160",2003,1,C0,0,10/13/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1991,37, ,C0,104-70 47TH AVENUE, ,11368,3,0,3,"2,500","1,988",1920,1,C0,0,8/22/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1991,81, ,C0,104-19 48 AVENUE, ,11368,3,0,3,"2,500","2,160",1915,1,C0,"1,300,000",7/19/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1992,47, ,C0,106-31 49TH   AVENUE, ,11368,3,0,3,"1,793","2,838",1986,1,C0,0,2/2/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1992,48, ,C0,106-29 49TH   AVENUE, ,11368,3,0,3,"1,760","2,838",1986,1,C0,0,2/2/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1997,41, ,C0,108-71 42 AVE, ,11368,3,0,3,"2,500","3,060",1925,1,C0,"1,100,000",10/11/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1997,42, ,C0,108-65 42ND AVENUE, ,11368,3,0,3,"5,000","2,500",1925,1,C0,"975,000",1/19/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1998,68, ,C0,42-03 108TH STREET, ,11368,3,0,3,"2,500","2,772",1915,1,C0,0,5/9/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1998,68, ,C0,4203 108TH STREET, ,11368,3,0,3,"2,500","2,772",1915,1,C0,"700,000",4/5/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1999,146, ,C0,108-51 44 AVENUE, ,11368,3,0,3,"1,800","2,322",1965,1,C0,"500,000",3/27/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,1999,148, ,C0,108-47 44TH AVENUE, ,11368,3,0,3,"1,800","2,322",1965,1,C0,"535,000",5/30/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2001,18, ,C0,108-38 45TH   AVENUE, ,11368,3,0,3,"1,900","2,707",1990,1,C0,"1,170,987",12/18/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2004,49, ,C0,48-20 111TH STREET, ,11368,3,0,3,"2,500","3,474",1975,1,C0,0,6/1/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2005,22, ,C0,108-46 49TH   AVENUE, ,11368,3,0,3,"1,858","2,608",1965,1,C0,"990,000",9/1/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2007,84, ,C0,108-17 52ND   AVENUE, ,11368,3,0,3,"2,500","2,000",1930,1,C0,"855,000",12/29/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2010,22, ,C0,109-50 54TH AVE, ,11368,3,0,3,"2,500","1,425",1920,1,C0,0,9/7/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2010,28, ,C0,109-60 54TH   STREET, ,11368,3,0,3,"1,875","2,752",1950,1,C0,0,3/23/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2011,2, ,C0,110-26 55TH   AVENUE, ,11368,3,0,3,"2,000","3,220",1965,1,C0,0,6/12/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2011,10, ,C0,110-38 55TH   AVENUE, ,11368,3,0,3,"1,900","2,978",1960,1,C0,"950,000",1/26/2018
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2011,114, ,C0,55-04 111TH STREET, ,11368,3,0,3,"1,900","3,562",1960,1,C0,0,6/6/2017
4,CORONA,03 THREE FAMILY DWELLINGS                  ,1,2015,14, ,C0,111-34 42 AVENUE, ,11368,3,0,3,"2,500","2,620",1915,1,C0,0,3/6/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1760,1014, ,R3,37-28 98TH   STREET,2C,11368,1,0,1,0,0,0,1,R3,"314,000",5/2/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1760,1016, ,R3,37-28 98TH   STREET,3A,11368,1,0,1,0,0,0,1,R3,"260,000",7/26/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1768,1006, ,R3,37-30 103 STREET,F1,11368,1,0,1,0,0,0,1,R3,0,4/14/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1768,1009, ,R3,37-30 103 STREET,B2,11368,1,0,1,0,0,0,1,R3,0,4/14/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1768,1018, ,R3,37-30 103 STREET,D3,11368,1,0,1,0,0,0,1,R3,0,4/14/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1931,1018, ,R3,51-04 101ST   STREET,6C/G6,11368,1,0,1,0,0,0,1,R3,"490,000",2/8/2018
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1931,1021, ,R3,51-06 101ST   STREET,7C/G7,11368,1,0,1,0,0,0,1,R3,"542,000",1/25/2018
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1939,1006, ,R3,55-10 102ND STREET,3A5,11368,1,0,1,0,0,0,1,R3,"490,000",5/24/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1951,1006, ,R3,105-05 OTIS AVENUE,3-B,11368,1,0,1,0,0,0,1,R3,"340,000",2/6/2018
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1951,1006, ,R3,105-05 OTIS AVENUE,3-B,11368,1,0,1,0,0,0,1,R3,"115,000",9/27/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1951,1016, ,R3,105-09 OTIS AVENUE,2-B,11368,1,0,1,0,0,0,1,R3,"300,000",12/13/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1998,1004, ,R3,42-09 108TH   STREET,1D,11368,1,0,1,0,0,1989,1,R3,"420,000",4/24/2017
4,CORONA,04 TAX CLASS 1 CONDOS                      ,1A,1998,1005, ,R3,42-09 108TH   STREET,2A,11368,1,0,1,0,0,1989,1,R3,0,6/9/2017
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1741,16, ,V0,35-30 101ST STREET, ,11368,0,0,0,"2,770",0,0,1,V0,"535,000",4/21/2017
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1744,47, ,V0,34-17 103 STREET, ,11368,0,0,0,"14,453",0,0,1,V0,"2,955,000",2/12/2018
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1771,42, ,V0,37-19 104TH STREET, ,11368,0,0,0,"2,500",0,0,1,V0,"610,000",6/26/2017
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1778,16, ,V0,108-44 37TH   DRIVE, ,11368,0,0,0,"3,125",0,0,1,V0,0,12/13/2017
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1778,17, ,V0,108-48 37TH   DRIVE, ,11368,0,0,0,"2,500",0,0,1,V0,0,12/13/2017
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1778,18, ,V0,108-50 37TH   DRIVE, ,11368,0,0,0,"2,500",0,0,1,V0,0,12/13/2017
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1935,55, ,V0,104-25 ALSTYNE AVENUE, ,11368,0,0,0,"2,775",0,0,1,V0,0,5/1/2017
4,CORONA,05 TAX CLASS 1 VACANT LAND                 ,1B,1961,2, ,V0,N/A VAN CLEEF STREET, ,11368,0,0,0,7,0,0,1,V0,0,8/9/2017
